from,post_id,text_trans,text,publish_time,cnt_retweet,cnt_comment,cnt_agree,user_id,screen_name,name,url,action,avatar,img,query,sentiment_score,cluster,event
facebook,122110611140209053,"🚨MUST WATCH🚨

SOMALI ILLEGAL ALIENS PROCLAIM SUPPORT FOR ILHAN OMAR AND JOE BIDEN INSIDE PANAMÁ MIGRANT CAMP! 

Today I went inside a migrant camp in Darien Gap in Panama. 

Inside the migrant Camp, I encountered a group of Islamic Somali men who told me they plan to illegally enter the United States via the Texas border. They just arrived in the Darien Gap today. 

Listen to what these Somali illegal aliens told me about Ilhan Ilhan Omar and Joe Biden JoeBiden!","🚨MUST WATCH🚨

SOMALI ILLEGAL ALIENS PROCLAIM SUPPORT FOR ILHAN OMAR AND JOE BIDEN INSIDE PANAMÁ MIGRANT CAMP! 

Today I went inside a migrant camp in Darien Gap in Panama. 

Inside the migrant Camp, I encountered a group of Islamic Somali men who told me they plan to illegally enter the United States via the Texas border. They just arrived in the Darien Gap today. 

Listen to what these Somali illegal aliens told me about Ilhan Ilhan Omar and Joe Biden JoeBiden!",2024-02-18 14:45:08,38,21,36,61556271596701,profile.php?id=61556271596701,Laura Loomer,https://www.facebook.com/profile.php?id=61556271596701/posts/122110611140209053,post,,,,-0.18,,
facebook,10112401573928527,Wow!  Such an honor!  Thank you to the team of amazing educators that I have the privilege of working with everyday to help support our student’s success!  Thank you to the awesome campus leadership and creating a culture of inclusion where ALL our students thrive together.  A huge thank you to the vital support from our district special education team to ensure all students are supported!  I can’t put into words the gratitude I feel to be ‘Better Together’ here working for the best district in Texas at New Braunfels ISD!,Wow!  Such an honor!  Thank you to the team of amazing educators that I have the privilege of working with everyday to help support our student’s success!  Thank you to the awesome campus leadership and creating a culture of inclusion where ALL our students thrive together.  A huge thank you to the vital support from our district special education team to ensure all students are supported!  I can’t put into words the gratitude I feel to be ‘Better Together’ here working for the best district in Texas at New Braunfels ISD!,2024-03-09 04:57:34,0,29,77,29629325,profile.php?id=29629325,Nicole Hutchison,https://www.facebook.com/profile.php?id=29629325/posts/10112401573928527,post,,,,0.99,,
facebook,786142280213413,"A Texan woman discovered two shipwrecks that gave unparalleled insight into life 400 years earlier.

During a violent storm in April 1554, four Spanish Plate Fleet vessels became separated en route from Veracruz, Mexico to Spain. Only one ship, the San Andres, would safely arrive at Havana, Cuba, though heavily damaged—the remainder of the fleet ran aground and sank off present-day Padre Island, Texas.

Two of the three shipwrecks (Espíritu Santo and San Esteban) were discovered in the 1960s, and the third vessel (Santa María de Yciar) is as yet undiscovered, presumed destroyed by the dredging and creation of Mansfield Cut. These wrecks are the oldest excavated shipwrecks in the United States.

For too long the story of the woman who discovered the wrecks, Vida Lee Connor, has been overlooked. So much importance has been placed on the remarkable shipwrecks themselves, including their lasting impact on underwater archeology, that her unique element of the story has been largely forgotten.

Read the THC’s blog post to learn about Connor’s extraordinary life: https://thc.texas.gov/blog/vida-lee-connor-discoverer-1554-spanish-plate-fleet-padre-island

You can support the efforts of the THC and FTHC as we share the real places and the real stories of Texas: https://www.thcfriends.org/projects/donate/

📷: Vida Lee Connor and geologist Harold Geis in 1966

#WomensHistoryMonth","A Texan woman discovered two shipwrecks that gave unparalleled insight into life 400 years earlier.

During a violent storm in April 1554, four Spanish Plate Fleet vessels became separated en route from Veracruz, Mexico to Spain. Only one ship, the San Andres, would safely arrive at Havana, Cuba, though heavily damaged—the remainder of the fleet ran aground and sank off present-day Padre Island, Texas.

Two of the three shipwrecks (Espíritu Santo and San Esteban) were discovered in the 1960s, and the third vessel (Santa María de Yciar) is as yet undiscovered, presumed destroyed by the dredging and creation of Mansfield Cut. These wrecks are the oldest excavated shipwrecks in the United States.

For too long the story of the woman who discovered the wrecks, Vida Lee Connor, has been overlooked. So much importance has been placed on the remarkable shipwrecks themselves, including their lasting impact on underwater archeology, that her unique element of the story has been largely forgotten.

Read the THC’s blog post to learn about Connor’s extraordinary life: https://thc.texas.gov/blog/vida-lee-connor-discoverer-1554-spanish-plate-fleet-padre-island

You can support the efforts of the THC and FTHC as we share the real places and the real stories of Texas: https://www.thcfriends.org/projects/donate/

📷: Vida Lee Connor and geologist Harold Geis in 1966

#WomensHistoryMonth",2024-03-14 23:00:12,0,0,5,100064529455227,thcfriends,Friends of the Texas Historical Commission,https://www.facebook.com/thcfriends/posts/786142280213413,post,,,,0.05,,
facebook,728424069468219,"Preserving the Traditional Piñata

In 1990, Maria Rodriguez started ""Piñateria la Mexicana.” This marked the beginning of her commitment to bringing joy to countless children's parties, where generations have celebrated with the iconic Mexican piñata.

Crafting these festive items is considered an art form for Maria, as she consistently receives custom requests from clients. Whether it's replicating a hero from an action movie or creating a princess for young girls, the unique and often intricate demands of customers require extra effort and skill.

In addition to piñatas, Maria expanded her business by offering rental services for children's party furniture, including chairs and tables, along with providing tablecloths and selling candy bags.

Reflecting on her early days working in a local meat-packing company, Maria acknowledges the leap of faith she took to pursue her own business. With unwavering support from her family, Maria has not only sustained but also enriched her venture. Her family actively participates in the piñata-making process, with even her children and grandchildren contributing to the creative and hands-on aspect of the business.

Maria expresses gratitude for the loyalty of her clients, many of whom she has seen grow into diligent and hard-working individuals over the decades. Through ""Piñateria la Mexicana,"" Maria continues to preserve the tradition of the Mexican piñata, making each celebration a memorable and cherished experience for children and their families.

Dulceria y Piñateria La Mexicana
📍623 W. Clements St.
📱(432)664-1417  

#BrighterFuture #OdessaProud","Preserving the Traditional Piñata

In 1990, Maria Rodriguez started ""Piñateria la Mexicana.” This marked the beginning of her commitment to bringing joy to countless children's parties, where generations have celebrated with the iconic Mexican piñata.

Crafting these festive items is considered an art form for Maria, as she consistently receives custom requests from clients. Whether it's replicating a hero from an action movie or creating a princess for young girls, the unique and often intricate demands of customers require extra effort and skill.

In addition to piñatas, Maria expanded her business by offering rental services for children's party furniture, including chairs and tables, along with providing tablecloths and selling candy bags.

Reflecting on her early days working in a local meat-packing company, Maria acknowledges the leap of faith she took to pursue her own business. With unwavering support from her family, Maria has not only sustained but also enriched her venture. Her family actively participates in the piñata-making process, with even her children and grandchildren contributing to the creative and hands-on aspect of the business.

Maria expresses gratitude for the loyalty of her clients, many of whom she has seen grow into diligent and hard-working individuals over the decades. Through ""Piñateria la Mexicana,"" Maria continues to preserve the tradition of the Mexican piñata, making each celebration a memorable and cherished experience for children and their families.

Dulceria y Piñateria La Mexicana
📍623 W. Clements St.
📱(432)664-1417  

#BrighterFuture #OdessaProud",2024-02-13 09:03:03,68,29,202,100069018965319,cityofodessatx,"City of Odessa, Texas",https://www.facebook.com/cityofodessatx/posts/728424069468219,post,,,,0.88,,
facebook,787852166712701,"Workers organized with the Texas Tribune Guild won voluntary recognition of their union!

“We went from sí se puede to sí se pudo,"" says reporter Uriel Garcia ✊

The union secured support from 90% of the unit & is wall-to-wall, representing 40+ eligible staff members.","Workers organized with the Texas Tribune Guild won voluntary recognition of their union!

“We went from sí se puede to sí se pudo,"" says reporter Uriel Garcia ✊

The union secured support from 90% of the unit & is wall-to-wall, representing 40+ eligible staff members.
",2024-02-17 02:05:41,15,4,52,100064637741375,NewsGuild,NewsGuild-CWA,https://www.facebook.com/NewsGuild/posts/787852166712701,post,,,,0.87,,
facebook,795705362586523,"Congratulations Marcela Aguirre (Yes Today Bienes Raíces) winner of the “Programa Binacional de Emprendimiento, ” a program created by Consulado de México en Eagle Pass, for women entrepreneurs from both Piedras Negras and Eagle Pass. Thank you, Vivian Juárez Mondragon (Consul), for joining forces with Instituto de los Mexicanos en el Exterior SRE, Canaco Piedras Negras, Eagle Pass Chamber of Commerce, City of Eagle Pass, Texas, Presidencia Municipal de Piedras Negras, and Federal Credit Union to support women entrepreneurs, strengthening the ties of sisterhood of our borders.","Congratulations Marcela Aguirre (Yes Today Bienes Raíces) winner of the “Programa Binacional de Emprendimiento, ” a program created by Consulado de México en Eagle Pass, for women entrepreneurs from both Piedras Negras and Eagle Pass. Thank you, Vivian Juárez Mondragon (Consul), for joining forces with Instituto de los Mexicanos en el Exterior SRE, Canaco Piedras Negras, Eagle Pass Chamber of Commerce, City of Eagle Pass, Texas, Presidencia Municipal de Piedras Negras, and Federal Credit Union to support women entrepreneurs, strengthening the ties of sisterhood of our borders.",2024-02-14 01:16:02,4,1,9,100064412002909,OfficialCityEaglePassTexas,"City of Eagle Pass, Texas",https://www.facebook.com/OfficialCityEaglePassTexas/posts/795705362586523,post,,,,0.84,,
facebook,915872363881556,"TPR Noticias Al Día, our Spanish language newscast for Monday– 2 National Guard soldiers and 1 border agent died in a helicopter crash in Texas. A controversial Texas immigration law awaits a decision from the Supreme Court. The “Mujeres Marcharán” Coalition hosted the annual women's march on Sunday in Milam Park. Meghan Markle and Prince Harry visited relatives of the victims of the Uvalde shooting.

Support for TPR Noticias Al Día comes from Texas Mutual Insurance Company, a workers' compensation provider committed to helping Texas businesses be safe and sound. Learn more about how Texas Mutual helps protect businesses and individuals at https://www.texasmutual.org/better.","TPR Noticias Al Día, our Spanish language newscast for Monday– 2 National Guard soldiers and 1 border agent died in a helicopter crash in Texas. A controversial Texas immigration law awaits a decision from the Supreme Court. The “Mujeres Marcharán” Coalition hosted the annual women's march on Sunday in Milam Park. Meghan Markle and Prince Harry visited relatives of the victims of the Uvalde shooting.

Support for TPR Noticias Al Día comes from Texas Mutual Insurance Company, a workers' compensation provider committed to helping Texas businesses be safe and sound. Learn more about how Texas Mutual helps protect businesses and individuals at https://www.texasmutual.org/better.",2024-03-12 07:44:39,0,0,1,100063764011824,texaspublicradio,Texas Public Radio,https://www.facebook.com/texaspublicradio/posts/915872363881556,post,,,,-0.05,,
facebook,800991885398354,Reasons to Support GCIL. (Exclusive message) Javed Ahmed Ghamidi.Support GCIL,"Reasons to Support GCIL | (Exclusive message) Javed Ahmed Ghamidi | Support GCIL

https://www.facebook.com/share/p/ZAMFya74fZbko3C9/?mibextid=oFDknk

Ghamidi Center of Islamic Learning, Dallas, Tx

#ghamidicenterofislamiclearning #ghamidicenter #Gcil #javedghamidi #Ghamidi #JavedAhmedGhamidi #IshraqUS #AlMawridUS #GCILDocumentry

#غامدی_سینٹرآف_اسلامک_لرننگ
#جاویداحمدغامدی #جاویدغامدی #غامدی",2024-03-14 02:01:01,46,14,197,100064626491667,ghamidicil,Ghamidi Center of Islamic Learning,https://www.facebook.com/ghamidicil/posts/800991885398354,post,,,,0.66,,
facebook,732663875710905,"Turning Pain into Purpose

Losing a child is a parent's worst nightmare! As you can imagine, it's painful. Erica and Avimael Quiñones know that pain firsthand. However, they are now using that tragedy to set an inspiring example.

In 2020, their 4-year-old daughter, Averi, faced a bone cancer diagnosis, prompting the couple to confront the disease head-on in a determined effort to save her. Initiating a GoFundMe account, they embarked on Averi’s chemotherapy journey, receiving support from thousands of compassionate people. While Erika continued her work at a pharmacy, Abimael grappled with unemployment brought on by the pandemic.

Despite their collective efforts and the unwavering support of family and the community, August 2020 brought the devastating news of Averi’s passing at the age of 5, leaving her parents and siblings in profound grief.

In tribute to Averi, Erika and Abimael established a non-profit called ""The Averi Foundation."" The foundation has already helped more than 12 children facing similar health challenges, thanks to the generosity of donors. With a commitment to expanding their reach, the Quiñones family organizes fundraising activities, ensuring the legacy of a little girl who embodied dedication and resilience continues to impact lives.

Their sole objective is to give back to the community, acknowledging that the parents and families of children battling illness often endure severe economic hardships.

''The Averi Foundation''

https://www.facebook.com/TheAveriFoundation
✉️ averi@theaverifoundation.org
🌐www.theaverifoundation.org

#OdessaProud #BrighterFuture","Turning Pain into Purpose

Losing a child is a parent's worst nightmare! As you can imagine, it's painful. Erica and Avimael Quiñones know that pain firsthand. However, they are now using that tragedy to set an inspiring example.

In 2020, their 4-year-old daughter, Averi, faced a bone cancer diagnosis, prompting the couple to confront the disease head-on in a determined effort to save her. Initiating a GoFundMe account, they embarked on Averi’s chemotherapy journey, receiving support from thousands of compassionate people. While Erika continued her work at a pharmacy, Abimael grappled with unemployment brought on by the pandemic.

Despite their collective efforts and the unwavering support of family and the community, August 2020 brought the devastating news of Averi’s passing at the age of 5, leaving her parents and siblings in profound grief.

In tribute to Averi, Erika and Abimael established a non-profit called ""The Averi Foundation."" The foundation has already helped more than 12 children facing similar health challenges, thanks to the generosity of donors. With a commitment to expanding their reach, the Quiñones family organizes fundraising activities, ensuring the legacy of a little girl who embodied dedication and resilience continues to impact lives.

Their sole objective is to give back to the community, acknowledging that the parents and families of children battling illness often endure severe economic hardships.

''The Averi Foundation''

https://www.facebook.com/TheAveriFoundation
✉️ averi@theaverifoundation.org
🌐www.theaverifoundation.org

#OdessaProud #BrighterFuture",2024-02-20 10:22:20,110,29,383,100069018965319,cityofodessatx,"City of Odessa, Texas",https://www.facebook.com/cityofodessatx/posts/732663875710905,post,,,,-0.44,,
facebook,798960775595631,"Contracted air transport carrying U.S. troops is everyday business.  An airliner contracted by one of our allies to move U.S. troops demonstrates an extraordinary relationship.

Last week we exercised the Mutual Airlift Support Agreement alongside the 대한민국 공군(Republic of Korea Air Force) in support of Korea Rotation Force ’24.

We’ve exercised this agreement in different ways since 2007. This time, the Korean Air contract had stops in Colorado and Texas, moving 540 personnel and 190,00lbs. of equipment!

To learn more about the Mutual Airlift Support Agreement and the great value our allies and partners add to our capabilities  read on here: https://dvidshub.net/r/2ghikl

대한민국 육군 (Republic of Korea Army) |  U.S. Army Fort Cavazos | U.S. Forces Korea 

#TogetherWeDeliver #ROKUSAlliance #FreeandOpenIndoPacific","Contracted air transport carrying U.S. troops is everyday business.  An airliner contracted by one of our allies to move U.S. troops demonstrates an extraordinary relationship.

Last week we exercised the Mutual Airlift Support Agreement alongside the 대한민국 공군(Republic of Korea Air Force) in support of Korea Rotation Force ’24.

We’ve exercised this agreement in different ways since 2007. This time, the Korean Air contract had stops in Colorado and Texas, moving 540 personnel and 190,00lbs. of equipment!

To learn more about the Mutual Airlift Support Agreement and the great value our allies and partners add to our capabilities  read on here: https://dvidshub.net/r/2ghikl

대한민국 육군 (Republic of Korea Army) |  U.S. Army Fort Cavazos | U.S. Forces Korea 

#TogetherWeDeliver #ROKUSAlliance #FreeandOpenIndoPacific",2024-03-07 06:01:28,8,0,31,100064451483612,USTRANSCOM,U.S. Transportation Command (USTRANSCOM),https://www.facebook.com/USTRANSCOM/posts/798960775595631,post,,,,0.65,,
facebook,783919793608601,"Today in #BillboardNews: Fans think Cardi B is getting ready for a new era of music, the members of Fifth Harmony support Normani's debut album announcement, Beyoncé's ""Texas Hold 'Em"" reaches No. 1 on the Hot 100 and more!","Today in #BillboardNews: Fans think Cardi B is getting ready for a new era of music, the members of Fifth Harmony support Normani's debut album announcement, Beyoncé's ""Texas Hold 'Em"" reaches No. 1 on the Hot 100 and more!",2024-02-27 08:45:46,18,12,174,100059717611034,Billboard,Billboard,https://www.facebook.com/Billboard/posts/783919793608601,post,,,,0.9,,
facebook,911982140937842,"Join us for our Spring Luncheon on Friday, April 19, 2024! 

We are excited to welcome Brené Brown. Brené is a researcher, storyteller, and Texan who has spent the past two decades studying courage, vulnerability, shame, and empathy. She is a research professor at the University of Houston, where she holds the Huffington Foundation Endowed Chair and is a visiting professor in management at the University of Texas at Austin McCombs School of Business. Brené is the author of six #1 New York Times bestsellers, and the host of the original podcasts Unlocking Us and Dare to Lead.

Brené's TED talk on the Power of Vulnerability is one of the top five most-viewed TED talks in the world, with over 60 million views. She is the first researcher to have a filmed lecture on Netflix, and in March 2022, she launched a new show on HBO Max that focuses on her latest book, Atlas of the Heart.

Proceeds from the luncheon will support individuals and families impacted by substance use disorder and co-occurring mental health conditions.

Register here: https://councilspeakerseries.org/luncheon/","Join us for our Spring Luncheon on Friday, April 19, 2024! 

We are excited to welcome Brené Brown. Brené is a researcher, storyteller, and Texan who has spent the past two decades studying courage, vulnerability, shame, and empathy. She is a research professor at the University of Houston, where she holds the Huffington Foundation Endowed Chair and is a visiting professor in management at the University of Texas at Austin McCombs School of Business. Brené is the author of six #1 New York Times bestsellers, and the host of the original podcasts Unlocking Us and Dare to Lead.

Brené's TED talk on the Power of Vulnerability is one of the top five most-viewed TED talks in the world, with over 60 million views. She is the first researcher to have a filmed lecture on Netflix, and in March 2022, she launched a new show on HBO Max that focuses on her latest book, Atlas of the Heart.

Proceeds from the luncheon will support individuals and families impacted by substance use disorder and co-occurring mental health conditions.

Register here: https://councilspeakerseries.org/luncheon/",2024-02-15 23:34:55,22,8,67,100063781921499,TheCouncilonRecovery,The Council on Recovery,https://www.facebook.com/TheCouncilonRecovery/posts/911982140937842,post,,,,0.94,,
facebook,838748498293691,"The Salas y Gómez Ridge is a series of underwater mountains extending off the coast of Chile. Although the region is understudied, it is known to provide essential habitats for deep-sea organisms. An international and multidisciplinary team (led by Dr. Erin E. Easton of the U.S. University of Texas Rio Grande Valley) aims to explore these southeast Pacific seamounts during the forty-day #SalasyGomezRidge expedition. Using the technology and powerful data tools available on R/V Falkor (too), the team will gather data - including maps, samples, acoustic reading and more - while assembling critical information to document the region’s biodiversity and support the designation of one of the first high-seas marine protected areas along the Salas y Gómez Ridge.","The Salas y Gómez Ridge is a series of underwater mountains extending off the coast of Chile. Although the region is understudied, it is known to provide essential habitats for deep-sea organisms. An international and multidisciplinary team (led by Dr. Erin E. Easton of the U.S. University of Texas Rio Grande Valley) aims to explore these southeast Pacific seamounts during the forty-day #SalasyGomezRidge expedition. Using the technology and powerful data tools available on R/V Falkor (too), the team will gather data - including maps, samples, acoustic reading and more - while assembling critical information to document the region’s biodiversity and support the designation of one of the first high-seas marine protected areas along the Salas y Gómez Ridge.",2024-03-12 03:44:30,9,0,37,100064756444364,SchmidtOcean,Schmidt Ocean Institute,https://www.facebook.com/SchmidtOcean/posts/838748498293691,post,,,,0.46,,
facebook,802027145291418,"Look who’s been nominated and recognized for her amazing work! Let’s show friend of ours Rozella Haydée White, The Love Big Coach some support! Info on voting with link on her post. Congratulations!","Look who’s been nominated and recognized for her amazing work! Let’s show friend of ours Rozella Haydée White, The Love Big Coach some support! Info on voting with link on her post. Congratulations!",2024-03-15 12:17:31,0,1,2,100064524197088,SWTSWO,Southwestern Texas WELCA,https://www.facebook.com/SWTSWO/posts/802027145291418,post,,,,0.98,,
