user_id,avatar,screen_name,name,description,fan,validation,type,verified_reason,screen_name_trans,description_trans,verified_reason_trans
893780203,https://pbs.twimg.com/profile_images/1245127556870762496/V6L25vLH_normal.jpg,FlorenceProject,Florence Immigrant & Refugee Rights Project,"The Florence Project is a nonprofit organization providing free legal and social services to women, men, and unaccompanied children in immigration custody in AZ",10578,False,,,FlorenceProject,"The Florence Project is a nonprofit organization providing free legal and social services to women, men, and unaccompanied children in immigration custody in AZ",
1229147233318244354,https://pbs.twimg.com/profile_images/1229148891255361540/S8FA2sia_normal.jpg,tandavam2,tandavam,"Entrepreneur, startup Guru, Biker, Rabidly anti-fascist.",29,False,,,tandavam2,"Entrepreneur, startup Guru, Biker, Rabidly anti-fascist.",
1187108560683098116,https://pbs.twimg.com/profile_images/1575545082937282577/Ee5bTEoT_normal.jpg,Charles__Marino,Charles Marino,"CEO Sentinel Security | National Security News Analyst | Adjunct Professor, University of South Carolina",229,False,,,Charles Marino,"CEO Sentinel Security | National Security News Analyst | Adjunct Professor, University of South Carolina",
3106296491,https://pbs.twimg.com/profile_images/1218372379254063105/AKgc8SdC_normal.jpg,peaches10549,TxPeaches 🇺🇸on GETTR @TxPeaches,"Conservative, better future for country when we return to the Bible & Constitution, kick out all socialism efforts. MAGA🇺🇸 WV born/raised.Retired,moved to TX.",2027,False,,,peaches10549,"Conservative, better future for country when we return to the Bible & Constitution, kick out all socialism efforts. MAGA🇺🇸 WV born/raised.Retired,moved to TX.",
1676700168,https://pbs.twimg.com/profile_images/1528576744617279488/qF55VQXV_normal.jpg,thedelphicfacto,Dale 4 🏹 Arrows No ⚖No ☮,🦜🐕 🐈 🐎 🌳💧✌🌎 ⚖ ✊#BLM/BanTrophyHunt/Ally🌈 Science#FreePalestine #FreeLeonardPeltier.EradicateCancer& WhtSupremacy&SchoolViolence/ Co- Exist 🫂,2535,False,,,thedelphicfacto,🦜🐕 🐈 🐎 🌳💧✌🌎 ⚖ ✊#BLM/BanTrophyHunt/Ally🌈 Science#FreePalestine #FreeLeonardPeltier.EradicateCancer& WhtSupremacy&SchoolViolence/ Co- Exist 🫂,
1402534728343777280,https://pbs.twimg.com/profile_images/1438117879153524737/oaYFp8hv_normal.jpg,Sen10X,Sen,"Sen 的官方账号！
没有什么了",2,False,,,Sen10X,Sen's official account!,
1286881192030027777,https://pbs.twimg.com/profile_images/1287182817747546116/Qy704cqj_normal.jpg,XiaoMin27496537,Wu Ming,无知的人容易被别有用心的人煽动，变成仇恨与暴力的机器,0,False,,,XiaoMin27496537,"Ignorant people are easily incited by those with ulterior motives, turning into machines of hatred and violence",
1345201635312558080,https://pbs.twimg.com/profile_images/1345203059664646144/66uoaEBA_normal.jpg,MagaCopium,MAGA Copium,"Having trouble accepting @realDonaldTrump lost the election, & Joe Biden is your President? Ask your doctor if MAGA Copium is right for you! 1 pill, up your...",106,False,,,MagaCopium,"Having trouble accepting @realDonaldTrump lost the election, & Joe Biden is your President? Ask your doctor if MAGA Copium is right for you! 1 pill, up your...",
3276863455,https://pbs.twimg.com/profile_images/1554906139099164672/7fdCrw5U_normal.jpg,eight4878,nightshade,,479,False,,,eight4878,,
58391096,https://pbs.twimg.com/profile_images/903080978406457344/ze5cc0Ik_normal.jpg,merijoyce,Meri（メリ）,豪州出身、東京在住。国際NGO / 通訳。紛争予防/平和構築/核廃絶/東北アジア/社会/文学/美術 @peace_boat @gppacnea @nuclearban @koreapeacenow / interpreter. Tweets mostly in Japanese.  #нетвойне,2615,False,,,American,Born in Haozhou and residing in Tokyo. International NGO/Tong.   Tweets mostly in Japan# нетвойне,
1417184190030925834,https://pbs.twimg.com/profile_images/1538960695022206978/u2RYKeHZ_normal.jpg,MusikLuver99,The Best Life,"Music, Sports and Comedy. Science believer. Springsteen. Original Twitter 2012. UF. Opinions are just that. Working on a Dream.",523,False,,,Music Luver99,"Music, Sports and Comedy. Science believer. Springsteen. Original Twitter 2012. UF. Opinions are just that. Working on a Dream.",
774275234115362816,https://pbs.twimg.com/profile_images/1453136587093594114/IpQZh_MO_normal.jpg,wallstreetttcom,rwinusa,,487,False,,,wallstreet tcom,,
1555679626026164224,https://pbs.twimg.com/profile_images/1579033086217826304/P4WcUZ11_normal.png,LOVE_LSDLSD,みずき,まともなツイは、彼が復活したらしまーす,3643,False,,,LOVE_LSDLSD,Decent tweet is the revival of him,
1383657169459892228,https://pbs.twimg.com/profile_images/1535057623950696461/BSPNXbvP_normal.jpg,mesnickerlicker,Loki snowden,minty fresh is lit,388,False,,,mesnickerlicker,minty fresh is lit,
121187107,https://pbs.twimg.com/profile_images/1391550065811116034/khMFx81H_normal.jpg,busayman,malcolm u. e. stowe,,106,False,,,busayman,,
1404919406090543104,https://pbs.twimg.com/profile_images/1494103297464016896/mrskm6Fw_normal.jpg,DGuillory10,Darwin was Right🇺🇦🇺🇸,"Good food, LSU football and fly fishing.  Ex Republican without a party.",27,False,,,DGuillory10,"Good food, LSU football and fly fishing.  Ex Republican without a party.",
30183291,https://pbs.twimg.com/profile_images/688671221047660544/lQIbBJWt_normal.jpg,evaradiochina,Εύα,Living in China tweeting in 5 languages   I follow back #art #culture #zen #travel #books #architecture More photos: https://t.co/Dg4O8tkQpn,11264,False,,,evaradioquine,Living in China tweeting in 5 languages   I follow back #art #culture #zen #travel #books #architecture More photos: https://t.co/Dg4O8tkQpn,
791754195103776768,https://pbs.twimg.com/profile_images/1560488705449594880/jLULk6ZV_normal.png,macLONER64,Michael C 🎶🏴‍☠️🔰,20 • He/They/She • Queer 🏳️‍🌈 • Autistic ∞ • ADHD 🦋 • Musician 🎹🎻 • Metalhead 🤘 • #YangGang 🧢 • @NJPirateParty 🏴‍☠️ • #FuckDepression 💚 • 💙💛,720,False,,,Macrona 64,20 • He/They/She • Queer 🏳️‍🌈 • Autistic ∞ • ADHD 🦋 • Musician 🎹🎻 • Metalhead 🤘 • #YangGang 🧢 • @NJPirateParty 🏴‍☠️ • #FuckDepression 💚 • 💙💛,
1313625932565946368,https://pbs.twimg.com/profile_images/1313627778080595969/p8b1pBSi_normal.jpg,Un_De_Num,るいたす,街のはずれ　国道沿い,516,False,,,Un_De_Num,Along the National Road,
1520397230787731456,https://pbs.twimg.com/profile_images/1527498143784394752/0MEFudha_normal.jpg,nexymomma,Nunya Bizness,#MyRightsDontEndWhereYourFeelingsBegin❣️🙌🏻 #GlitterandDirt #MomofBoth #ProudTrumpSupporter #4thewin #nodms!,37,False,,,nexymomma,#MyRightsDontEndWhereYourFeelingsBegin❣️🙌🏻 #GlitterandDirt #MomofBoth #ProudTrumpSupporter #4thewin #nodms!,
759514362432331776,https://pbs.twimg.com/profile_images/886612439978180608/LgwyxT8i_normal.jpg,flamecrash3223,Joe Wiggins,,171,False,,,flamecrashe3223,,
866042857785769984,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Liquidalgorithm,Loup Noir,Just #MAGA baby,3122,False,,,Liquidalgorithm,Just #MAGA baby,
