893780203,FlorenceProject,Florence Immigrant & Refugee Rights Project,"The Florence Project is a nonprofit organization providing free legal and social services to women, men, and unaccompanied children in immigration custody in AZ",10578,False,https://pbs.twimg.com/profile_images/1245127556870762496/V6L25vLH_normal.jpg,nan,nan,FlorenceProject,"The Florence Project is a nonprofit organization providing free legal and social services to women, men, and unaccompanied children in immigration custody in AZ",nan
1229147233318244354,tandavam2,tandavam,"Entrepreneur, startup Guru, Biker, Rabidly anti-fascist.",29,False,https://pbs.twimg.com/profile_images/1229148891255361540/S8FA2sia_normal.jpg,nan,nan,tandavam2,"Entrepreneur, startup Guru, Biker, Rabidly anti-fascist.",nan
1187108560683098116,Charles__Marino,Charles Marino,"CEO Sentinel Security | National Security News Analyst | Adjunct Professor, University of South Carolina",229,False,https://pbs.twimg.com/profile_images/1575545082937282577/Ee5bTEoT_normal.jpg,nan,nan,Charles Marino,"CEO Sentinel Security | National Security News Analyst | Adjunct Professor, University of South Carolina",nan
3106296491,peaches10549,TxPeaches 🇺🇸on GETTR @TxPeaches,"Conservative, better future for country when we return to the Bible & Constitution, kick out all socialism efforts. MAGA🇺🇸 WV born/raised.Retired,moved to TX.",2027,False,https://pbs.twimg.com/profile_images/1218372379254063105/AKgc8SdC_normal.jpg,nan,nan,peaches10549,"Conservative, better future for country when we return to the Bible & Constitution, kick out all socialism efforts. MAGA🇺🇸 WV born/raised.Retired,moved to TX.",nan
1676700168,thedelphicfacto,Dale 4 🏹 Arrows No ⚖No ☮,🦜🐕 🐈 🐎 🌳💧✌🌎 ⚖ ✊#BLM/BanTrophyHunt/Ally🌈 Science#FreePalestine #FreeLeonardPeltier.EradicateCancer& WhtSupremacy&SchoolViolence/ Co- Exist 🫂,2535,False,https://pbs.twimg.com/profile_images/1528576744617279488/qF55VQXV_normal.jpg,nan,nan,thedelphicfacto,🦜🐕 🐈 🐎 🌳💧✌🌎 ⚖ ✊#BLM/BanTrophyHunt/Ally🌈 Science#FreePalestine #FreeLeonardPeltier.EradicateCancer& WhtSupremacy&SchoolViolence/ Co- Exist 🫂,nan
1402534728343777280,Sen10X,Sen,"Sen 的官方账号！
没有什么了",2,False,https://pbs.twimg.com/profile_images/1438117879153524737/oaYFp8hv_normal.jpg,nan,nan,Sen10X,Sen's official account!,nan
1286881192030027777,XiaoMin27496537,Wu Ming,无知的人容易被别有用心的人煽动，变成仇恨与暴力的机器,0,False,https://pbs.twimg.com/profile_images/1287182817747546116/Qy704cqj_normal.jpg,nan,nan,XiaoMin27496537,"Ignorant people are easily incited by those with ulterior motives, turning into machines of hatred and violence",nan
1345201635312558080,MagaCopium,MAGA Copium,"Having trouble accepting @realDonaldTrump lost the election, & Joe Biden is your President? Ask your doctor if MAGA Copium is right for you! 1 pill, up your...",106,False,https://pbs.twimg.com/profile_images/1345203059664646144/66uoaEBA_normal.jpg,nan,nan,MagaCopium,"Having trouble accepting @realDonaldTrump lost the election, & Joe Biden is your President? Ask your doctor if MAGA Copium is right for you! 1 pill, up your...",nan
3276863455,eight4878,nightshade,nan,479,False,https://pbs.twimg.com/profile_images/1554906139099164672/7fdCrw5U_normal.jpg,nan,nan,eight4878,nan,nan
58391096,merijoyce,Meri（メリ）,豪州出身、東京在住。国際NGO / 通訳。紛争予防/平和構築/核廃絶/東北アジア/社会/文学/美術 @peace_boat @gppacnea @nuclearban @koreapeacenow / interpreter. Tweets mostly in Japanese.  #нетвойне,2615,False,https://pbs.twimg.com/profile_images/903080978406457344/ze5cc0Ik_normal.jpg,nan,nan,American,Born in Haozhou and residing in Tokyo. International NGO/Tong.   Tweets mostly in Japan# нетвойне,nan
1417184190030925834,MusikLuver99,The Best Life,"Music, Sports and Comedy. Science believer. Springsteen. Original Twitter 2012. UF. Opinions are just that. Working on a Dream.",523,False,https://pbs.twimg.com/profile_images/1538960695022206978/u2RYKeHZ_normal.jpg,nan,nan,Music Luver99,"Music, Sports and Comedy. Science believer. Springsteen. Original Twitter 2012. UF. Opinions are just that. Working on a Dream.",nan
774275234115362816,wallstreetttcom,rwinusa,nan,487,False,https://pbs.twimg.com/profile_images/1453136587093594114/IpQZh_MO_normal.jpg,nan,nan,wallstreet tcom,nan,nan
